CLUSTERID1	CLUSTERID2	ComponentIndex	Cosine	DeltaMZ
541	796	27	0.9545	-44.026
483	541	27	0.8561	-176.105
503	541	27	0.8972	-88.052
342	1406	27	0.7258	265.141
466	1074	27	0.7149	-192.100
205	541	27	0.9372	-132.079
541	1074	27	0.9502	-88.052
466	796	27	0.7169	-148.074
483	503	27	0.8576	-88.053
205	503	27	0.9135	-44.027
503	509	27	0.8128	61.053
205	1284	27	0.8518	-58.043
1393	1570	28	0.7199	19.968
385	925	29	0.9379	-34.003
385	1109	29	0.9505	-15.995
74	105	30	0.8623	-121.998
68	233	30	0.9407	-0.000
99	137	30	0.9251	-156.970
46	64	30	0.942	314.962
86	167	30	0.89	18.009
53	105	30	0.8995	-159.936
35	86	30	0.8868	167.979
35	1407	30	0.9911	0.041
233	286	30	0.8969	-152.948
64	105	30	0.9606	-314.965
74	1541	30	0.9648	152.949
299	443	30	0.9959	157.952
68	1421	30	0.8287	23.016
53	68	30	0.8598	115.011
99	328	30	0.9294	-157.124
68	286	30	0.9462	-152.949
105	115	30	0.9508	0.061
286	781	30	0.8828	193.958
443	781	30	0.9947	158.132
68	74	30	0.9719	-152.949
46	781	30	0.9451	315.953
105	299	30	0.9968	-0.128
781	823	30	0.9593	-0.990
53	74	30	0.9148	-37.938
35	1052	30	0.9295	-0.209
68	86	30	0.8237	-4.979
36	133	30	0.7589	-0.002
74	299	30	0.8584	-122.126
105	823	30	0.9575	314.966
36	1052	30	0.9474	185.748
115	781	30	0.9453	315.895
46	443	30	0.9437	157.820
167	1052	30	0.9333	-186.198
53	781	30	0.8913	156.020
115	823	30	0.9313	314.905
36	167	30	0.9713	371.946
86	1052	30	0.8134	-168.189
35	167	30	0.9938	185.988
299	781	30	0.9952	316.084
299	823	30	0.9577	315.094
53	286	30	0.9146	-37.938
167	1407	30	0.9908	-185.947
64	823	30	0.9933	0.001
46	286	30	0.9368	121.995
1052	1407	30	0.9266	0.250
46	115	30	0.9963	0.058
443	823	30	0.9562	157.142
46	53	30	0.9499	159.933
86	1407	30	0.8818	-167.938
35	36	30	0.9716	-185.958
86	1541	30	0.818	4.979
286	299	30	0.8829	-122.126
53	99	30	0.9326	0.026
53	115	30	0.953	-159.875
53	443	30	0.8913	-2.113
74	286	30	0.9707	0.000
46	299	30	0.9472	-0.131
64	115	30	0.9421	-314.904
105	443	30	0.9957	157.824
68	1541	30	0.9929	0.000
105	286	30	0.8859	121.998
133	1052	30	0.7639	185.750
115	286	30	0.9391	121.937
286	1541	30	0.9425	152.949
64	443	30	0.9582	-157.142
46	823	30	0.9327	314.963
137	328	30	0.9708	-0.154
64	74	30	0.8632	-192.967
115	299	30	0.9472	-0.189
64	299	30	0.961	-315.093
36	1407	30	0.9678	185.999
46	105	30	0.9505	-0.003
36	86	30	0.8481	353.937
74	233	30	0.8968	152.948
64	781	30	0.9608	0.991
115	443	30	0.9432	157.763
53	299	30	0.8939	-160.064
74	115	30	0.9461	-121.937
86	1421	30	0.7702	27.995
46	74	30	0.9437	121.995
105	781	30	0.9958	315.956
233	1541	30	0.944	0.000
171	180	31	0.97	-0.062
691	1174	32	0.9515	2.015
689	725	32	0.8936	-28.031
691	1334	32	0.917	-14.016
332	1143	32	0.9102	56.062
389	840	32	0.9279	-0.001
1037	1334	32	0.8693	-11.090
416	472	32	0.8412	6.046
691	946	32	0.96	14.016
485	557	32	0.8609	238.229
1143	1334	32	0.9015	-42.047
343	416	32	0.9177	-2.014
1037	1143	32	0.8641	30.957
416	845	32	0.8988	-24.003
389	485	32	0.972	0.000
453	485	32	0.9502	28.032
416	453	32	0.9103	2.014
332	1174	32	0.9324	30.047
691	1037	32	0.8789	-2.926
389	453	32	0.9568	-28.032
389	845	32	0.9094	-54.048
689	1143	32	0.9108	54.047
766	840	32	0.8456	23.998
332	946	32	0.9576	42.047
429	476	32	0.9469	26.016
689	1037	32	0.9175	23.090
472	766	32	0.8162	0.001
429	1534	32	0.956	10.993
416	819	32	0.8601	0.945
946	1334	32	0.9133	-28.031
343	840	32	0.8531	28.030
689	691	32	0.9498	26.016
485	1037	32	0.854	104.099
426	840	32	0.9038	-2.022
332	1334	32	0.9072	14.016
453	845	32	0.9236	-26.017
472	485	32	0.8624	24.000
689	946	32	0.9499	40.031
725	845	32	0.8505	-107.027
426	1298	32	0.8876	-19.122
343	389	32	0.9634	28.031
472	845	32	0.8695	-30.049
332	1037	32	0.8999	25.105
429	469	32	0.954	-50.015
725	819	32	0.8806	-82.079
429	860	32	0.979	-2.017
389	472	32	0.8817	-24.000
691	1143	32	0.9295	28.031
416	557	32	0.8144	268.274
332	689	32	0.9709	2.016
766	845	32	0.8277	-30.050
840	882	32	0.8617	28.033
882	1298	32	0.8606	-45.132
946	1037	32	0.8907	-16.942
453	840	32	0.879	28.031
332	485	32	0.8471	-78.994
485	840	32	0.8928	-0.001
725	946	32	0.8555	68.062
1143	1174	32	0.9288	-26.016
1174	1334	32	0.9124	-16.031
485	845	32	0.8971	-54.048
1037	1174	32	0.8737	4.941
343	472	32	0.8516	4.031
453	1037	32	0.8596	132.131
766	819	32	0.8614	-5.102
946	1143	32	0.9335	14.015
691	725	32	0.8542	-54.047
426	429	32	0.9328	21.978
343	485	32	0.9597	28.031
332	691	32	0.9591	28.031
819	845	32	0.8586	-24.948
389	725	32	0.8493	52.979
453	819	32	0.8511	-1.069
453	472	32	0.8818	4.032
343	845	32	0.909	-26.017
307	689	32	0.9686	0.044
689	1334	32	0.9218	12.000
840	1298	32	0.8663	-17.100
766	1298	32	0.8574	6.898
453	725	32	0.8594	81.010
343	557	32	0.8608	266.260
426	882	32	0.932	26.010
416	485	32	0.8982	30.045
454	860	32	0.9632	54.054
472	840	32	0.8485	23.999
1334	1530	32	0.8101	-11.999
689	1174	32	0.9394	28.031
389	819	32	0.8472	-29.101
389	416	32	0.9072	-30.045
332	725	32	0.8796	-26.015
946	1174	32	0.9625	-12.000
725	1037	32	0.8834	51.121
343	453	32	0.9587	-0.000
161	441	33	0.8914	53.900
441	1347	33	0.8652	374.282
161	1347	33	0.8109	428.182
441	1462	33	0.7249	329.223
1347	1462	33	0.7913	-45.058
1387	1577	35	0.9441	1.530
93	218	36	0.9757	161.805
234	321	37	0.8262	163.776
333	548	37	0.7355	-189.990
321	856	37	0.806	-21.960
580	640	37	0.767	248.755
321	333	37	0.8024	-21.973
580	856	37	0.8043	225.940
321	640	37	0.7748	0.856
548	856	37	0.7515	190.004
350	580	37	0.7247	487.856
333	580	37	0.7866	-225.926
523	548	37	0.789	-57.958
333	856	37	0.981	0.014
523	856	37	0.8207	132.045
321	580	37	0.9892	-247.899
292	1224	38	0.9927	-21.983
1203	1322	38	0.9915	-16.018
403	1224	38	0.9909	-2.014
169	1404	38	0.9921	-57.005
480	839	38	0.9934	-30.047
607	839	38	0.9948	-28.016
658	743	38	0.9917	-87.065
413	730	38	0.9873	1.077
1224	1571	38	0.9918	-26.018
480	658	38	0.9938	28.031
803	839	38	0.9912	-84.094
480	607	38	0.9936	-2.031
169	839	38	0.9957	-28.027
403	954	38	0.993	47.999
292	403	38	0.9939	-19.969
301	1404	38	0.9948	0.026
839	1224	38	0.9908	-76.976
413	451	38	0.9863	1.033
403	455	38	0.9939	-4.029
301	743	38	0.9958	0.017
743	839	38	0.9929	28.987
803	1120	38	0.9885	-28.031
292	1571	38	0.9923	-48.001
455	1571	38	0.9938	-24.003
169	743	38	0.9937	-57.014
455	1322	38	0.9938	21.982
743	1224	38	0.9928	-47.989
169	480	38	0.9953	2.020
658	803	38	0.991	26.016
325	403	38	0.9947	-23.994
730	817	38	0.9868	2.019
607	1404	38	0.9898	-56.993
658	839	38	0.9933	-58.078
169	658	38	0.9932	30.051
325	1571	38	0.9915	-52.026
451	1306	38	0.9867	-1.015
433	480	38	0.9946	-26.015
169	607	38	0.9971	-0.012
403	451	38	0.988	-6.069
433	1404	38	0.991	-85.040
338	403	38	0.9887	-37.993
748	954	38	0.992	-24.002
954	1404	38	0.993	-2.015
839	1322	38	0.9919	-57.009
433	839	38	0.9946	-56.062
338	455	38	0.9917	-42.022
338	730	38	0.9882	-44.017
1322	1404	38	0.9937	28.031
433	743	38	0.9931	-85.049
954	1322	38	0.9939	-30.046
325	1224	38	0.9908	-26.008
433	607	38	0.9942	-28.047
743	954	38	0.9961	2.024
607	743	38	0.993	-57.002
433	803	38	0.9912	28.031
301	451	38	0.9895	-52.027
1224	1322	38	0.9934	19.967
455	954	38	0.9943	52.028
338	1571	38	0.9884	-66.025
403	1571	38	0.9925	-28.032
292	954	38	0.993	28.030
451	730	38	0.992	0.044
839	954	38	0.993	-26.963
1224	1404	38	0.991	47.998
325	400	38	0.989	-26.008
325	455	38	0.9944	-28.023
743	1322	38	0.9942	-28.022
433	658	38	0.9939	2.016
325	451	38	0.9885	-30.062
433	954	38	0.9931	-83.025
169	433	38	0.9964	28.035
301	607	38	0.9908	57.019
455	1224	38	0.9936	2.015
292	455	38	0.9949	-23.998
169	1322	38	0.9928	-85.036
292	325	38	0.9939	4.025
607	658	38	0.9923	30.062
292	451	38	0.9898	-26.037
292	1322	38	0.9924	-2.016
743	1404	38	0.9935	0.009
169	954	38	0.9937	-54.990
433	1322	38	0.9917	-113.071
169	301	38	0.9915	-57.031
858	1161	39	0.9466	-58.078
642	660	39	0.9266	58.078
895	1073	39	0.9516	86.110
370	546	39	0.9237	56.062
642	1161	39	0.9498	-2.016
1047	1129	39	0.9267	26.010
1073	1272	39	0.9644	6.047
352	370	39	0.9464	28.032
637	1426	39	0.9382	26.016
1047	1073	39	0.9374	70.073
637	1047	39	0.9234	68.068
153	352	39	0.9475	-112.125
352	1073	39	0.9504	30.047
357	1272	39	0.959	-62.015
153	1129	39	0.9326	-126.140
352	357	39	0.9548	98.109
595	858	39	0.9515	-28.031
858	1047	39	0.9364	14.021
363	1073	39	0.9935	285.193
370	1129	39	0.9356	-42.047
642	778	39	0.969	28.028
153	357	39	0.9901	-14.016
153	1073	39	0.9546	-82.078
370	1272	39	0.9239	8.062
352	1272	39	0.9338	36.094
357	370	39	0.9524	-70.077
357	1161	39	0.9444	-210.234
895	1161	39	0.9781	-56.062
595	1047	39	0.9277	-14.010
858	895	39	0.9472	-2.015
778	858	39	0.9609	28.034
153	546	39	0.9544	-28.031
153	578	39	0.932	-42.047
642	1426	39	0.9685	28.031
546	1272	39	0.9262	-48.000
778	895	39	0.9505	26.019
895	1129	39	0.9484	42.047
1073	1161	39	0.9515	-142.172
778	1161	39	0.9553	-30.044
153	1272	39	0.961	-76.031
637	778	39	0.9373	26.013
352	595	39	0.9487	-26.016
642	1047	39	0.9341	70.084
357	595	39	0.9346	-124.125
153	370	39	0.9434	-84.093
352	1129	39	0.9393	-14.016
357	546	39	0.9576	-14.016
1161	1178	39	0.9503	-84.094
637	642	39	0.9604	-2.016
595	1073	39	0.9524	56.063
357	1073	39	0.9588	-68.062
595	642	39	0.9288	-84.094
352	1426	39	0.9348	-82.078
1321	1434	39	0.8865	276.095
357	895	39	0.9505	-154.172
642	858	39	0.9405	56.062
595	1426	39	0.9497	-56.062
1272	1434	39	0.9779	-279.146
370	895	39	0.9522	-84.094
352	895	39	0.9618	-56.063
1161	1426	39	0.9597	30.047
153	1161	39	0.946	-224.250
1047	1426	39	0.9459	-42.052
637	1473	39	0.9062	-114.140
1129	1272	39	0.9279	50.110
637	660	39	0.9381	56.062
895	1426	39	0.9508	-26.015
858	1426	39	0.959	-28.031
153	895	39	0.9473	-168.188
370	1073	39	0.9477	2.016
778	1047	39	0.94	42.056
357	1129	39	0.937	-112.125
778	1426	39	0.9748	0.003
595	778	39	0.9446	-56.065
352	1161	39	0.9587	-112.125
890	902	40	0.794	11.027
890	1010	40	0.7738	-0.984
508	654	41	0.853	-2.039
654	657	41	0.7707	-2.016
508	593	41	0.8917	1.007
593	654	41	0.7403	-3.046
508	657	41	0.7325	-4.055
89	814	42	0.9966	0.048
127	368	42	0.8239	-109.330
127	220	42	0.937	117.023
89	127	42	0.9451	0.291
220	814	42	0.9951	-117.267
89	220	42	0.9969	117.314
127	814	42	0.9502	-0.244
368	814	42	0.8964	109.086
89	368	42	0.8993	-109.039
6	1385	43	0.8112	266.013
423	1385	43	0.9467	183.962
6	423	43	0.8156	82.050
6	1206	43	0.7065	-2.033
1126	1318	44	0.8633	89.450
1116	1318	44	0.8442	89.201
1116	1126	44	0.9088	-0.249
1318	1324	44	0.7924	-204.243
1126	1324	44	0.8303	-114.794
1116	1324	44	0.8238	-115.042
610	650	45	0.9711	0.027
572	758	46	0.8597	63.032
124	251	47	0.9697	0.032
470	617	48	0.7099	0.076
226	470	48	0.9586	0.004
236	341	49	0.7644	-110.139
236	273	49	0.981	-0.075
1173	1413	50	0.9536	0.125
615	1363	51	0.7182	-158.265
764	1400	51	0.7708	211.980
615	1527	51	0.9622	-379.251
764	1363	51	0.8343	324.106
615	1414	51	0.9457	2.013
1363	1400	51	0.8268	-112.126
615	1400	51	0.7173	-270.391
615	764	51	0.7667	-482.371
764	1527	51	0.7614	103.120
1006	1286	52	0.8487	-137.900
1286	1437	52	0.9696	-233.017
1006	1437	52	0.8376	-370.916
547	631	53	0.8665	-171.219
685	1405	54	0.921	0.058
378	1149	55	0.7194	261.094
269	1450	55	0.8366	287.245
491	1149	55	0.9106	14.028
1149	1459	55	0.7032	-58.054
291	1149	55	0.9882	0.010
291	1459	55	0.7041	-58.044
1149	1263	55	0.8077	-88.065
291	491	55	0.9123	-14.018
1263	1450	55	0.9768	-419.325
291	378	55	0.7215	-261.083
291	1263	55	0.8382	-88.054
291	407	55	0.7204	-261.096
407	1149	55	0.7207	261.106
378	407	55	0.9471	-0.012
491	1263	55	0.7564	-74.036
491	1450	55	0.7226	-493.361
183	696	56	0.9089	-0.030
183	1274	56	0.7243	-336.214
183	1200	56	0.878	-168.127
696	1200	56	0.9674	-168.097
696	1274	56	0.8477	-336.184
1200	1274	56	0.8723	-168.087
203	215	58	0.794	126.268
215	228	58	0.8188	-279.957
51	1468	58	0.8285	178.036
51	1394	58	0.8521	-0.094
215	1468	58	0.8997	-0.008
4	228	58	0.8365	-39.012
1394	1468	58	0.7857	178.130
170	705	58	0.8669	-82.101
170	1468	58	0.8108	99.948
7	1468	58	0.9028	182.024
7	119	58	0.805	-58.856
56	119	58	0.8273	-114.892
179	215	58	0.9849	181.986
179	705	58	0.9798	-0.071
119	1468	58	0.78	240.880
119	203	58	0.8369	114.620
7	228	58	0.8185	-97.925
228	1468	58	0.7717	279.949
56	170	58	0.8793	26.040
56	179	58	0.7897	-55.990
56	215	58	0.7865	125.996
119	170	58	0.959	140.933
29	203	58	0.7637	99.776
4	1468	58	0.7773	240.937
4	170	58	0.9453	140.990
119	228	58	0.851	-39.069
7	705	58	0.982	-0.024
4	179	58	0.7923	58.960
179	228	58	0.8198	-97.971
7	203	58	0.7917	55.764
119	179	58	0.8044	58.903
179	1468	58	0.9153	181.978
170	215	58	0.8668	99.956
119	215	58	0.8055	240.888
228	705	58	0.816	97.901
29	56	58	0.7494	100.048
4	56	58	0.8169	114.949
203	705	58	0.7971	-55.788
7	170	58	0.8596	82.077
7	56	58	0.7853	56.036
4	7	58	0.7914	58.913
4	203	58	0.8271	114.677
705	1468	58	0.8994	182.048
119	705	58	0.8061	58.832
179	203	58	0.7932	55.717
56	705	58	0.788	-56.060
170	179	58	0.8623	-82.030
170	228	58	0.892	-180.001
215	705	58	0.9923	-182.056
4	705	58	0.7921	58.889
170	203	58	0.8865	-26.313
203	228	58	0.9659	-153.689
7	215	58	0.9871	182.032
4	119	58	0.9842	0.057
56	228	58	0.9663	-153.961
7	179	58	0.9872	0.047
56	203	58	0.9792	-0.272
4	215	58	0.7912	240.945
230	1219	60	0.9259	316.772
1219	1395	60	0.8623	-0.848
230	1395	60	0.8312	315.923
129	435	61	0.8867	-148.038
592	694	61	0.9619	-17.027
210	694	61	0.8376	148.037
129	210	61	0.912	148.038
592	1488	61	0.7675	74.019
210	435	61	0.8975	-296.075
16	210	61	0.9633	479.149
175	1554	61	0.9193	-0.000
16	175	61	0.9043	405.130
694	1488	61	0.8993	91.045
175	592	61	0.8077	239.083
129	592	61	0.7772	313.102
175	210	61	0.8951	74.019
210	592	61	0.8269	165.064
16	1554	61	0.8864	405.130
319	435	61	0.7441	-182.977
16	319	61	0.7457	366.051
290	435	61	0.926	-74.019
129	694	61	0.7833	296.075
129	1554	61	0.8349	74.019
694	1554	61	0.7898	-222.056
210	319	61	0.7554	-113.098
435	1554	61	0.9057	222.056
129	175	61	0.9112	74.019
129	290	61	0.9248	-74.019
129	319	61	0.7279	34.940
16	435	61	0.8447	183.074
210	1554	61	0.9222	-74.019
210	290	61	0.9383	-222.056
175	694	61	0.7998	222.056
290	694	61	0.7743	370.094
673	694	61	0.7208	56.008
435	592	61	0.7212	461.139
290	319	61	0.7478	108.958
175	290	61	0.9089	-148.037
290	592	61	0.7668	387.120
319	1554	61	0.747	39.079
175	435	61	0.8999	-222.056
290	1554	61	0.899	148.037
592	673	61	0.7393	-73.034
435	694	61	0.7251	444.113
16	290	61	0.8886	257.093
175	319	61	0.726	-39.079
592	1554	61	0.7987	-239.083
16	129	61	0.8693	331.111
248	844	62	0.7815	-81.067
225	474	62	0.7598	-43.967
248	813	62	0.9132	-26.022
248	474	62	0.7088	-100.028
225	248	62	0.7176	56.061
711	813	62	0.7455	69.978
225	813	62	0.7022	30.039
813	844	62	0.7806	-55.045
474	844	62	0.7218	18.961
225	844	62	0.8229	-25.005
1225	1467	64	0.9784	25.020
1467	1526	64	0.9801	-37.071
1225	1574	64	0.9839	-26.065
103	272	65	0.9547	-0.135
862	916	66	0.8848	44.026
782	793	67	0.8108	-56.063
793	1164	67	0.7632	2.016
501	1255	68	0.8329	-25.005
1397	1532	70	0.788	89.546
128	1397	70	0.9798	110.073
381	1532	70	0.7455	89.594
282	1567	70	0.7024	-260.725
49	1532	70	0.9069	130.526
49	1397	70	0.7421	40.980
50	1567	70	0.9805	0.000
329	1384	70	0.7208	-42.058
49	744	70	0.8737	-69.095
680	989	70	0.8862	129.904
989	1384	70	0.8787	-130.042
50	1384	70	0.7571	129.793
464	1344	70	0.7579	260.834
282	1344	70	0.9229	0.109
3	1516	70	0.9075	220.134
381	1516	70	0.9341	110.089
3	1532	70	0.8105	199.640
744	1516	70	0.8027	220.116
744	1532	70	0.848	199.621
50	680	70	0.757	129.931
329	1516	70	0.7196	107.994
1127	1344	70	0.8351	258.131
680	1567	70	0.7857	-129.931
282	1127	70	0.7958	-258.022
282	464	70	0.7745	-260.725
329	1127	70	0.7448	-169.148
464	1384	70	0.8763	129.793
744	1209	70	0.7861	199.621
3	1397	70	0.9753	110.094
464	680	70	0.87	129.931
3	381	70	0.8246	110.046
1516	1532	70	0.8112	-20.494
381	1209	70	0.8045	89.594
282	329	70	0.779	-88.874
50	464	70	0.896	0.000
744	1397	70	0.8707	110.076
381	1397	70	0.8806	0.048
329	464	70	0.7765	-171.852
680	1384	70	0.9881	-0.138
1209	1397	70	0.7878	-89.546
128	1532	70	0.7935	199.619
3	744	70	0.9252	0.019
464	1567	70	0.9265	0.000
128	744	70	0.8922	-0.002
1397	1516	70	0.9222	110.040
3	49	70	0.7871	69.114
1209	1516	70	0.8499	20.494
329	1344	70	0.8343	88.983
49	1516	70	0.7191	151.020
128	381	70	0.8488	110.025
1384	1567	70	0.7858	-129.793
329	381	70	0.8488	-2.095
3	1209	70	0.79	199.640
128	1209	70	0.7861	199.619
1209	1532	70	0.9777	0.000
128	1516	70	0.9187	220.114
49	1209	70	0.8481	130.526
3	128	70	0.9839	0.021
49	128	70	0.7653	-69.093
437	1301	71	0.8682	28.032
437	439	71	0.9765	-18.041
1202	1301	71	0.8189	46.043
1214	1301	71	0.7747	128.025
1214	1430	71	0.8545	443.279
439	1202	71	0.9547	0.030
437	1202	71	0.9489	-18.011
439	1301	71	0.8599	46.073
439	1214	71	0.7771	-81.952
644	1001	72	0.8266	-57.046
182	288	73	0.832	23.016
182	1163	73	0.914	0.000
174	1163	73	0.7847	17.027
174	182	73	0.8965	17.027
174	933	73	0.8721	-204.090
174	944	73	0.7982	-0.984
174	1464	73	0.815	-43.990
77	121	74	0.8093	-2.962
313	1556	74	0.8649	-164.085
121	313	74	0.8049	167.052
77	1565	74	0.8268	164.061
1556	1565	74	0.892	164.056
39	313	74	0.8024	1.813
159	1565	74	0.9386	-0.034
39	121	74	0.9528	-165.240
77	313	74	0.9111	164.091
39	1565	74	0.7632	1.783
39	77	74	0.8132	-162.278
121	159	74	0.7919	167.056
39	1556	74	0.7723	-162.273
39	54	74	0.8817	-0.141
121	1556	74	0.8103	2.967
159	1556	74	0.9064	-164.089
77	1556	74	0.7748	0.005
54	77	74	0.8377	-162.137
54	1565	74	0.7036	1.924
39	159	74	0.7948	1.817
159	313	74	0.9165	-0.004
54	159	74	0.7386	1.958
77	159	74	0.8245	164.095
121	1565	74	0.768	167.023
54	121	74	0.8719	-165.098
313	1565	74	0.9366	-0.030
54	313	74	0.7922	1.954
604	1135	75	0.7504	17.002
618	693	76	0.7145	-499.372
551	773	77	0.8383	-2.014
444	773	77	0.8471	-26.015
444	551	77	0.7613	-24.001
551	806	77	0.7712	-4.032
773	806	77	0.8875	-2.018
444	806	77	0.8824	-28.033
903	1246	78	0.7434	-272.109
285	1246	78	0.7442	1.202
285	903	78	0.9931	273.311
1539	1552	79	0.7454	15.972
10	87	79	0.7071	293.780
75	87	79	0.9011	-82.052
1552	1559	79	0.8567	-41.026
242	384	79	0.8847	270.909
87	1552	79	0.8632	336.989
152	1552	79	0.7098	18.011
384	1539	79	0.8572	0.000
384	820	79	0.8793	-41.027
820	1539	79	0.8048	41.027
140	820	79	0.7172	3.971
87	152	79	0.7454	318.978
242	1539	79	0.8961	270.909
140	1563	79	0.7889	0.000
75	1559	79	0.8907	213.910
384	1552	79	0.8277	15.972
820	1559	79	0.9119	15.973
152	1559	79	0.7442	-23.016
87	1559	79	0.9686	295.962
242	820	79	0.8537	229.882
75	152	79	0.7161	236.926
75	1552	79	0.9432	254.936
79	123	80	0.9942	-101.193
331	487	80	0.98	-101.176
79	331	80	0.9839	0.005
123	487	80	0.9925	0.021
79	487	80	0.9961	-101.172
123	331	80	0.9795	101.197
771	1448	82	0.8841	18.011
771	887	82	0.8572	18.011
798	887	82	0.861	18.011
887	1448	82	0.9077	0.000
798	1448	82	0.8946	18.011
771	798	82	0.9455	0.000
974	1293	84	0.9382	0.000
61	73	85	0.8949	-192.966
61	268	85	0.7567	-228.987
268	1562	85	0.7245	228.987
61	1562	85	0.9744	0.000
73	268	85	0.7606	-36.021
73	1562	85	0.8652	192.966
1017	1042	87	0.7881	-44.012
528	1017	87	0.9174	-44.026
1017	1172	87	0.8074	-132.079
528	1172	87	0.7583	-176.105
1042	1172	87	0.8358	-88.067
528	1042	87	0.7696	-88.038
1156	1427	88	0.857	-2.016
78	1192	89	0.8017	254.938
85	1544	89	0.9176	287.911
78	85	89	0.8333	-343.901
1192	1544	89	0.8099	-310.927
78	1544	89	0.8073	-55.990
322	809	91	0.8595	-250.245
889	1185	91	0.8292	-382.315
958	1185	91	0.7077	201.958
809	1185	91	0.8509	-251.082
395	1353	91	0.8492	-14.015
1119	1353	91	0.8286	-16.031
931	1288	91	0.7342	-4.029
926	1353	91	0.7013	7.969
926	931	91	0.7931	0.003
931	1423	91	0.7153	21.983
931	1119	91	0.7982	23.997
322	1572	91	0.8134	-248.251
395	926	91	0.7683	-21.984
1353	1423	91	0.7545	14.017
1119	1423	91	0.792	-2.014
809	1572	91	0.7764	1.995
926	1119	91	0.7828	24.000
395	1423	91	0.8452	0.002
395	1119	91	0.8397	2.016
322	555	91	0.8592	-24.000
322	1288	91	0.7724	21.989
1119	1288	91	0.8527	-28.026
395	931	91	0.7642	-21.982
1288	1353	91	0.7555	11.995
926	1423	91	0.7337	21.986
926	1288	91	0.7096	-4.026
1185	1572	91	0.8046	253.077
322	889	91	0.8607	-119.013
555	1288	91	0.7556	45.989
1288	1423	91	0.8601	26.012
809	889	91	0.7461	131.233
889	1572	91	0.7398	-129.238
395	1288	91	0.7775	-26.011
431	670	92	0.9881	-0.000
109	1204	92	0.9867	-0.000
241	440	92	0.9903	-0.000
197	623	92	0.9922	121.540
114	241	92	0.9857	0.000
197	440	92	0.9896	-0.000
109	623	92	0.9876	121.540
197	670	92	0.9896	-0.000
241	670	92	0.9912	-0.000
440	1204	92	0.9906	0.000
241	1204	92	0.9901	-0.000
162	431	92	0.9857	-121.540
114	162	92	0.9827	121.540
440	623	92	0.9887	121.540
197	300	92	0.9889	0.000
109	114	92	0.9841	0.000
431	1204	92	0.9867	-0.000
197	431	92	0.9867	0.000
162	670	92	0.9882	-121.540
431	1369	92	0.985	121.540
109	670	92	0.9894	-0.000
300	1204	92	0.9902	-0.000
300	1369	92	0.9875	121.540
440	670	92	0.9913	0.000
623	670	92	0.9902	-121.540
241	431	92	0.9867	0.000
300	670	92	0.9926	-0.000
241	300	92	0.99	0.000
114	623	92	0.984	121.540
109	197	92	0.9858	0.000
109	241	92	0.9874	0.000
162	241	92	0.9913	-121.540
670	1369	92	0.9869	121.540
670	1204	92	0.9919	0.000
109	440	92	0.9859	-0.000
1204	1369	92	0.9853	121.540
109	162	92	0.9848	121.540
197	1204	92	0.9899	-0.000
162	300	92	0.9883	-121.540
300	623	92	0.9887	121.540
241	623	92	0.9926	121.540
623	1204	92	0.9875	-121.540
197	1369	92	0.9849	121.540
109	431	92	0.9823	0.000
300	431	92	0.9906	0.000
162	1204	92	0.9883	-121.540
162	197	92	0.9925	-121.540
431	440	92	0.9867	-0.000
162	623	92	0.9919	0.000
109	300	92	0.9865	0.000
431	623	92	0.9859	121.540
300	440	92	0.9904	-0.000
197	241	92	0.9918	0.000
440	1369	92	0.9866	121.540
162	440	92	0.9891	-121.540
8	276	94	0.8322	-3.043
8	143	94	0.7272	2.967
8	246	94	0.9944	-0.051
246	276	94	0.8469	-2.992
143	246	94	0.7868	-3.018
256	1469	96	0.8174	-15.995
256	1012	96	0.8383	14.015
151	457	98	0.7048	-0.031
151	1543	98	0.9814	0.012
151	284	98	0.7293	-178.048
284	1543	98	0.7275	178.061
223	1223	99	0.9047	69.990
1221	1223	99	0.9276	43.977
28	361	100	0.8441	-133.876
314	1447	101	0.8577	139.037
222	314	101	0.7988	253.816
239	253	102	0.7771	2.936
193	1089	102	0.7378	92.078
193	678	102	0.9029	-0.029
678	1517	102	0.9247	256.135
106	239	102	0.7492	-94.978
106	149	102	0.9334	-146.142
193	253	102	0.8171	-0.033
308	1089	102	0.9781	145.962
149	239	102	0.8502	51.164
193	308	102	0.771	-53.885
106	308	102	0.8779	-145.893
1089	1517	102	0.7118	164.028
239	1089	102	0.8066	95.047
239	308	102	0.8254	-50.915
149	193	102	0.7904	54.134
106	1089	102	0.8813	0.069
149	1089	102	0.9199	146.211
149	1517	102	0.7599	310.239
193	239	102	0.8737	-2.969
253	678	102	0.8	0.004
239	678	102	0.7126	2.940
149	308	102	0.9409	0.249
193	1517	102	0.9776	256.106
104	239	102	0.827	0.085
308	1517	102	0.7412	309.990
253	1517	102	0.8089	256.139
239	1517	102	0.8602	259.075
510	752	103	0.7243	-47.986
510	770	103	0.8431	-11.998
1117	1302	103	0.8014	-15.996
510	1302	103	0.8513	-15.996
510	1117	103	0.9093	0.000
770	1117	103	0.8277	11.998
59	526	104	0.7772	311.826
42	97	105	0.9966	0.000
97	111	105	0.9984	0.000
97	412	105	0.9975	0.000
107	412	105	0.9954	0.000
42	271	105	0.9949	0.000
111	271	105	0.9888	0.000
107	150	105	0.9908	0.000
97	271	105	0.9864	0.000
271	412	105	0.9873	0.000
412	489	105	0.9397	-0.000
