CLUSTERID1	CLUSTERID2	ComponentIndex	Cosine	DeltaMZ
321	419	29	0.9931	2.015
406	432	29	0.9936	111.055
332	342	29	0.9957	-23.998
405	431	29	0.997	2.017
321	432	29	0.9936	85.040
346	406	29	0.9949	-2.017
335	405	29	0.996	0.000
346	351	29	0.9932	-28.030
321	439	29	0.9931	59.025
321	406	29	0.9939	-26.015
321	335	29	0.9953	-26.015
321	431	29	0.9956	-23.998
342	419	29	0.9933	52.028
332	432	29	0.9938	111.056
332	335	29	0.9966	0.000
405	419	29	0.9957	28.030
321	931	29	0.9945	-52.029
439	614	29	0.9957	-0.000
332	431	29	0.9954	2.017
359	432	29	0.9941	28.031
335	406	29	0.9965	0.000
335	342	29	0.9948	-23.998
321	332	29	0.9938	-26.016
346	910	29	0.9933	-4.031
359	396	29	0.9915	-28.031
359	539	29	0.9941	30.047
359	439	29	0.9939	2.016
432	439	29	0.9961	-26.015
439	539	29	0.997	28.031
432	539	29	0.9964	2.016
335	431	29	0.9955	2.017
351	908	29	0.9917	2.016
332	419	29	0.9943	28.031
346	405	29	0.9957	-2.017
334	910	29	0.9924	-2.013
405	910	29	0.9946	-2.014
321	539	29	0.9945	87.056
28	80	30	0.8304	-27.995
28	58	30	0.9149	23.016
37	80	30	0.8634	-41.027
37	58	30	0.7305	9.984
710	986	31	0.9747	14.016
305	877	31	0.9626	-84.094
877	900	31	0.9622	12.036
900	986	31	0.9698	3.996
675	877	31	0.9591	-44.062
588	986	31	0.9669	12.000
305	588	31	0.962	-80.063
632	675	31	0.9803	62.016
305	710	31	0.9686	-82.078
877	986	31	0.9644	16.031
276	710	31	0.9566	-56.062
305	617	31	0.964	-78.047
617	632	31	0.9698	-24.000
617	675	31	0.9698	38.015
276	847	31	0.9428	-46.042
305	675	31	0.9675	-40.031
305	632	31	0.9573	-102.047
632	847	31	0.9522	29.990
675	900	31	0.9666	-32.027
588	847	31	0.9497	8.005
632	986	31	0.9646	33.985
710	877	31	0.9652	-2.016
276	617	31	0.9643	-52.031
276	986	31	0.9642	-42.047
847	877	31	0.951	-12.036
632	710	31	0.9822	19.969
632	877	31	0.9545	17.953
276	877	31	0.9564	-58.078
617	847	31	0.9581	5.990
276	305	31	0.9594	26.016
675	986	31	0.9738	-28.031
588	900	31	0.9618	8.005
305	847	31	0.9562	-72.057
675	710	31	0.9912	-42.047
588	632	31	0.9661	-21.984
617	986	31	0.9697	9.985
617	900	31	0.9684	5.989
588	877	31	0.9655	-4.031
305	986	31	0.9748	-68.062
588	675	31	0.9666	40.031
588	617	31	0.9781	2.016
847	900	31	0.9608	-0.001
276	632	31	0.9496	-76.031
305	900	31	0.9653	-72.058
847	986	31	0.9594	3.995
617	877	31	0.9698	-6.047
276	588	31	0.9613	-54.047
632	900	31	0.9605	29.989
675	847	31	0.9557	-32.026
588	710	31	0.9698	-2.015
617	710	31	0.9725	-4.031
276	900	31	0.9538	-46.042
710	900	31	0.9693	10.020
276	675	31	0.9546	-14.016
710	847	31	0.9584	10.021
970	1058	32	0.8264	-15.995
625	893	32	0.7975	324.106
625	1058	32	0.719	146.058
555	625	32	0.7587	-482.368
625	934	32	0.8883	2.013
625	970	32	0.9184	162.053
555	970	32	0.7611	-320.315
893	970	32	0.8076	-162.053
446	659	33	0.7001	-496.337
511	655	33	0.7516	-477.356
244	418	33	0.7418	-449.325
511	533	33	0.9433	2.017
655	660	33	0.719	4.031
446	665	33	0.7324	-47.999
711	875	33	0.7786	76.031
533	843	33	0.9371	28.031
418	660	33	0.7277	-52.032
244	711	33	0.7779	-48.000
511	843	33	0.932	30.047
843	875	33	0.9169	26.016
511	712	33	0.7201	45.997
650	659	33	0.7537	-15.970
511	711	33	0.795	-19.968
533	711	33	0.8363	-21.985
533	660	33	0.7748	-475.342
511	875	33	0.9257	56.064
533	875	33	0.9084	54.047
244	875	33	0.9301	28.032
244	533	33	0.9124	-26.015
711	843	33	0.835	50.015
418	655	33	0.7208	-56.063
244	843	33	0.9077	2.016
650	660	33	0.7845	443.302
244	511	33	0.9279	-28.032
418	650	33	0.9392	-495.334
650	655	33	0.7738	439.271
676	775	35	0.9397	0.990
1006	1068	35	0.8811	106.021
676	1068	35	0.8709	-56.016
1068	1075	35	0.8686	211.004
775	1068	35	0.8778	-57.006
775	1075	35	0.851	153.998
676	933	35	0.976	1.004
753	1068	35	0.8772	-56.006
676	788	35	0.9525	1.016
788	904	35	0.8553	-1.004
775	788	35	0.9026	0.025
794	1006	35	0.8949	-161.029
676	753	35	0.9493	-0.010
1006	1075	35	0.8629	317.025
676	794	35	0.9474	-1.008
904	1075	35	0.8464	154.977
788	933	35	0.9423	-0.012
874	983	35	0.8363	-3.009
794	933	35	0.9415	2.012
753	775	35	0.9432	1.000
753	933	35	0.9508	1.014
874	1075	35	0.8422	152.970
788	1068	35	0.8559	-57.031
775	794	35	0.9487	-1.998
874	904	35	0.8296	-2.007
788	794	35	0.8632	-2.023
933	1006	35	0.8681	-163.041
794	1075	35	0.8475	155.996
753	794	35	0.9542	-0.998
775	933	35	0.9314	0.014
753	788	35	0.914	1.025
788	1006	35	0.8571	-163.053
676	1006	35	0.8753	-162.037
753	1006	35	0.8842	-162.027
933	1068	35	0.8592	-57.020
775	1006	35	0.8846	-163.027
904	983	35	0.8516	-1.002
983	1075	35	0.83	155.979
788	1075	35	0.8311	153.973
794	1068	35	0.8808	-55.008
894	971	36	0.8078	-106.041
481	894	36	0.7627	-57.013
326	530	37	0.7848	88.052
325	327	37	0.7915	-88.052
325	530	37	0.8692	44.026
849	1040	37	0.8055	-88.052
327	1007	37	0.7763	-132.079
326	327	37	0.8097	-44.026
327	530	37	0.8005	132.079
849	1007	37	0.8439	-44.026
1007	1040	37	0.8765	-44.026
327	1040	37	0.7434	-176.104
325	1013	37	0.8349	17.027
530	1013	37	0.7852	-27.000
325	326	37	0.8029	-44.026
327	1013	37	0.709	105.079
327	849	37	0.8324	-88.052
102	323	39	0.7094	-56.098
264	593	39	0.7323	-42.012
206	754	39	0.7287	2.016
264	584	39	0.9653	28.031
206	584	39	0.7239	74.074
107	271	39	0.7048	14.016
150	593	39	0.7074	-124.125
231	264	39	0.7605	-94.114
115	754	39	0.7738	-15.995
115	584	39	0.9609	56.063
107	584	39	0.7209	-56.098
150	231	39	0.7613	12.000
115	593	39	0.739	-13.980
593	754	39	0.7326	-2.016
102	107	39	0.9308	18.010
115	231	39	0.7564	122.145
115	195	39	0.8502	-46.006
206	264	39	0.7273	46.043
107	264	39	0.7185	-84.129
206	231	39	0.7617	140.156
264	754	39	0.767	-44.027
593	1002	39	0.7781	-5.956
631	1002	39	0.7419	-56.063
115	206	39	0.8709	-18.011
631	969	39	0.8293	2.015
115	264	39	0.9318	28.032
584	754	39	0.771	-72.058
584	593	39	0.7341	-70.043
231	754	39	0.7107	-138.141
231	584	39	0.7604	-66.083
195	206	39	0.8424	27.995
754	1002	39	0.7062	-3.941
107	115	39	0.7189	-112.161
341	343	42	0.9863	0.000
17	337	42	0.9439	0.000
7	343	42	0.737	-41.026
341	348	42	0.9934	0.000
348	922	42	0.9787	0.000
341	344	42	0.9864	0.000
343	347	42	0.9918	0.000
38	922	42	0.9586	0.000
7	14	42	0.8752	-0.038
38	348	42	0.9602	0.000
343	348	42	0.9888	0.000
7	38	42	0.7444	-41.026
38	347	42	0.9715	0.000
347	348	42	0.9927	0.000
344	347	42	0.9942	0.000
7	344	42	0.7376	-41.026
38	341	42	0.9558	0.000
341	347	42	0.9906	0.000
14	337	42	0.8123	2.038
7	347	42	0.7246	-41.026
17	643	42	0.7032	88.968
337	643	42	0.7426	88.968
38	343	42	0.9689	0.000
341	922	42	0.9741	0.000
344	348	42	0.9888	0.000
7	922	42	0.7574	-41.026
7	348	42	0.7131	-41.026
343	344	42	0.9923	0.000
347	922	42	0.9836	0.000
7	17	42	0.8169	2.000
38	344	42	0.9784	0.000
344	922	42	0.9857	0.000
343	922	42	0.9852	0.000
14	17	42	0.8234	2.038
642	831	43	0.8298	-2.016
157	208	44	0.8696	-113.084
104	212	44	0.8606	-113.085
29	157	44	0.7368	-113.084
29	104	44	0.8231	-45.057
157	212	44	0.9173	-45.058
105	143	45	0.9094	-44.027
143	197	45	0.8386	30.010
143	322	45	0.7475	-14.016
105	233	45	0.7188	35.037
143	751	45	0.9587	-44.026
105	751	45	0.8245	-88.053
105	197	45	0.9166	-14.016
197	751	45	0.7508	-74.037
303	493	46	0.7809	-24.000
303	801	46	0.7954	-48.000
493	801	46	0.8083	-23.999
303	563	46	0.8603	-28.032
563	630	46	0.8819	2.017
493	630	46	0.8083	-2.015
630	801	46	0.7912	-21.984
493	563	46	0.7522	-4.032
303	630	46	0.8171	-26.015
563	801	46	0.7866	-19.968
509	576	47	0.8426	-0.999
508	948	47	0.7379	1.006
553	948	47	0.765	-0.994
527	576	47	0.9362	-0.998
508	553	47	0.8185	2.000
508	576	47	0.7114	0.000
527	553	47	0.7563	1.001
508	527	47	0.7132	0.999
509	948	47	0.7397	0.007
509	553	47	0.8374	1.001
553	886	47	0.7105	-1.996
508	509	47	0.7809	0.999
509	527	47	0.8429	-0.000
886	948	47	0.7769	1.002
508	886	47	0.7347	0.004
553	576	47	0.7589	-2.000
141	427	48	0.9855	-278.084
220	265	49	0.953	0.000
1025	1070	50	0.8966	-3.005
1014	1070	50	0.8802	-2.002
1014	1025	50	0.8843	1.003
266	787	52	0.9138	-45.058
476	549	53	0.9688	-0.000
217	449	56	0.7039	0.093
217	374	56	0.9418	-0.000
171	374	56	0.9002	-0.000
449	621	56	0.7039	-0.093
171	375	56	0.8506	-0.000
378	621	56	0.9094	0.000
202	375	56	0.8905	-0.000
214	217	56	0.9504	0.000
217	621	56	1.0	-0.000
214	375	56	0.889	0.000
375	621	56	0.8957	-0.000
378	449	56	0.8036	0.093
214	378	56	0.9003	-0.000
217	378	56	0.9094	-0.000
202	621	56	0.9556	-0.000
202	217	56	0.9556	-0.000
202	449	56	0.7027	0.093
171	378	56	0.8682	-0.000
374	621	56	0.9418	0.000
214	621	56	0.9504	-0.000
171	202	56	0.9095	-0.000
202	374	56	0.946	-0.000
375	378	56	0.8593	-0.000
214	374	56	0.9429	-0.000
202	214	56	0.9479	-0.000
171	214	56	0.9097	-0.000
171	621	56	0.9122	-0.000
171	217	56	0.9122	-0.000
217	375	56	0.8957	0.000
374	378	56	0.9015	0.000
202	378	56	0.9089	-0.000
374	375	56	0.8902	0.000
393	404	57	0.9837	0.000
905	947	58	1.0	0.000
345	425	60	0.8479	0.000
382	433	60	0.7364	24.000
345	433	60	0.7706	0.000
345	945	60	0.7638	28.032
422	425	60	0.7526	0.000
425	433	60	0.8821	0.000
422	433	60	0.788	0.000
425	945	60	0.8048	28.032
382	425	60	0.7073	24.000
433	945	60	0.7563	28.032
582	945	60	0.8124	2.016
382	459	60	0.7286	-2.015
640	862	62	0.7618	56.026
640	809	62	0.9288	-26.016
592	640	62	0.9656	28.031
592	809	62	0.9211	2.016
284	499	64	0.7865	17.027
872	950	66	0.7174	1.001
944	950	66	0.8439	0.995
506	637	67	0.7424	-40.989
506	581	67	0.7066	2.039
277	506	67	0.7784	-28.031
277	637	67	0.7031	-69.020
277	581	67	0.7342	-25.992
506	521	67	0.7313	-12.958
277	521	67	0.7954	-40.989
521	637	67	0.878	-28.031
651	653	69	0.8959	-115.917
645	651	69	0.757	51.988
645	647	69	0.7429	-135.975
645	653	69	0.8466	-63.929
647	653	69	0.7743	72.046
646	653	69	0.8364	4.058
646	651	69	0.8194	119.975
88	336	71	0.8781	41.027
111	336	71	0.9151	41.027
20	111	71	0.8793	-41.027
20	336	71	0.954	0.000
20	88	71	0.8606	-41.027
88	111	71	0.9687	0.000
219	245	72	0.9845	0.000
3	30	73	0.8365	31.990
30	286	73	0.9153	-27.995
604	607	74	0.966	0.000
285	736	75	0.8239	-26.016
68	90	76	0.79	27.995
442	974	77	0.9792	-44.026
536	727	78	0.9581	23.016
315	460	79	0.7964	58.006
315	441	79	0.8991	-44.026
460	800	79	0.753	-44.027
315	440	79	0.8911	-30.047
440	441	79	0.9899	-13.979
441	800	79	0.9515	58.005
441	460	79	0.7468	102.032
109	1001	79	0.8179	58.038
440	460	79	0.7421	88.053
109	110	79	0.892	-23.088
315	800	79	0.8869	13.979
110	460	79	0.7807	0.134
109	460	79	0.7347	-22.954
110	1001	79	0.7656	81.126
440	800	79	0.9522	44.026
391	612	80	0.7827	-26.015
388	612	80	0.9327	0.001
388	477	80	0.8175	2.016
477	612	80	0.8026	-2.015
879	995	81	0.9251	-2.016
585	704	83	0.9132	42.047
704	1008	83	0.8739	-126.141
585	1008	83	0.8836	-84.095
435	663	84	0.7267	-79.940
435	502	84	0.7173	-154.034
502	666	84	0.7722	-57.958
435	480	84	0.8378	-54.055
420	666	84	0.7348	-190.010
420	435	84	0.815	21.982
435	485	84	0.7365	0.827
663	666	84	0.7989	-132.052
420	663	84	0.9127	-57.958
420	502	84	0.8277	-132.052
82	216	87	0.8923	-45.058
127	153	88	0.7341	-74.018
194	291	89	0.793	-13.979
750	901	91	0.797	-15.995
147	988	94	0.8206	-15.995
147	558	94	0.7631	-21.982
147	792	94	0.8454	14.015
507	760	97	0.8688	96.075
456	507	97	0.9696	17.027
456	804	97	0.7616	-0.880
534	633	100	0.8646	63.032
243	463	103	0.7582	19.990
136	1004	104	0.79	-428.365
913	953	108	0.8252	-18.011
832	854	112	0.7322	-204.302
35	41	117	0.8748	-1.030
92	757	117	0.7674	-125.059
11	41	117	0.7182	27.995
11	92	117	0.8664	-41.026
16	757	117	0.7319	-207.112
11	16	117	0.9079	41.027
16	92	117	0.7903	-82.053
11	757	117	0.8023	-166.085
84	470	118	0.7464	-0.947
415	914	119	0.9318	-40.077
415	932	119	0.9839	2.017
357	415	119	0.9466	23.999
411	417	121	0.7339	-64.146
387	952	122	0.9863	70.078
529	747	124	0.7965	17.027
274	992	126	0.7179	-192.027
184	313	135	0.718	-2.014
430	552	136	0.7151	-2.016
542	552	136	0.7227	-52.031
697	716	137	0.7234	35.037
79	177	143	0.9882	-24.000
550	869	149	0.7823	-24.000
550	623	149	0.7648	-43.043
365	927	158	0.8114	-76.031
312	882	164	0.7705	-41.972
721	882	164	0.7032	-2.015
776	882	164	0.8489	-0.946
678	1012	166	0.7071	-344.168
1012	1028	166	0.8071	-1.002
296	468	168	0.8763	-0.802
556	635	169	0.9821	-13.979
213	238	174	0.9776	11.999
424	546	176	0.9665	495.330
362	364	177	1.0	0.001
25	60	186	0.8347	100.090
