CLUSTERID1	CLUSTERID2	ComponentIndex	Cosine	DeltaMZ
447	562	21	0.733	-1.995
469	624	21	0.7	4.055
469	662	21	0.7333	2.016
447	624	21	0.8589	2.002
447	469	21	0.7265	-2.053
188	225	22	0.8255	-193.132
174	248	22	0.7099	-192.100
225	248	22	0.937	-44.026
119	188	22	0.8692	17.026
201	225	22	0.9524	-44.026
180	188	22	0.7401	-26.999
119	248	22	0.8955	-220.132
180	248	22	0.8112	-264.157
119	262	22	0.7226	-124.162
188	201	22	0.8249	-149.106
201	248	22	0.9361	-88.052
174	188	22	0.7758	45.058
180	225	22	0.826	-220.131
119	201	22	0.9243	-132.079
225	309	22	0.7429	-281.184
218	262	22	0.858	-88.053
180	201	22	0.8608	-176.105
188	248	22	0.8246	-237.158
174	225	22	0.7341	-148.074
119	180	22	0.9119	44.026
119	174	22	0.9241	-28.032
201	309	22	0.7457	-325.210
174	201	22	0.7415	-104.048
119	225	22	0.9093	-176.105
1061	1077	23	0.8524	-0.000
1050	1077	23	0.8669	0.000
1050	1061	23	0.8704	0.000
1050	1064	23	0.7571	0.000
1064	1077	23	0.7577	-0.000
1061	1064	23	0.7841	-0.000
186	229	24	0.8194	17.027
129	186	24	0.7291	26.016
129	229	24	0.8033	43.042
263	295	25	0.7215	0.000
638	996	26	0.7133	-26.016
103	453	27	0.9825	-45.984
332	405	29	0.9955	0.000
342	406	29	0.9948	23.998
419	431	29	0.9956	-26.013
406	539	29	0.9939	113.071
350	931	29	0.9934	-0.001
351	431	29	0.994	28.030
539	614	29	0.9962	-28.031
335	539	29	0.9945	113.071
359	614	29	0.994	2.016
342	346	29	0.9942	26.015
432	614	29	0.9956	-26.015
334	405	29	0.9944	0.001
332	406	29	0.9959	0.000
332	539	29	0.9945	113.072
321	405	29	0.9952	-26.015
406	431	29	0.9953	2.017
334	342	29	0.9945	-23.997
419	910	29	0.992	-30.044
342	351	29	0.9931	-2.015
342	405	29	0.9952	23.998
335	346	29	0.994	2.017
405	406	29	0.9954	0.000
359	484	29	0.9916	-110.108
335	432	29	0.9942	111.055
334	431	29	0.9947	2.018
342	431	29	0.9959	26.015
335	419	29	0.9943	28.030
406	419	29	0.9941	28.030
346	431	29	0.9959	-0.000
321	350	29	0.9937	-52.028
332	346	29	0.994	2.017
346	419	29	0.9944	26.013
350	910	29	0.992	23.999
