#OTU ID	L_C18_Polar_16_Blk_no_inj_04	L_C18_Polar_16_MS2_DF_25_03	L_C18_Polar_16_MS2_DF_625_01	L_C18_Polar_16_MS2_DF_25_02	L_C18_Polar_16_MS2_DF_125_02	L_C18_Polar_16_MS2_DF_5_02	L_C18_Polar_16_MS2_DF_625_03	L_C18_Polar_16_MS2_DF_125_03	L_C18_Polar_16_MS2_DF_1_01	L_C18_Polar_16_MS2_DF_25_01	L_C18_Polar_16_MS2_DF_1_02	L_C18_Polar_16_MS2_DF_5_01	L_C18_Polar_16_MS2_DF_1_03	L_C18_Polar_16_Blk_no_inj_06	L_C18_Polar_16_Blk_no_inj_02	L_C18_Polar_16_MS2_DF_125_01	L_C18_Polar_16_MS2_DF_5_03	L_C18_Polar_16_MS2_DF_625_02	L_C18_Polar_16_Blk_no_inj_08	1	5	25	125	625
147	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	609625	0	0	0	0	0	0	203208.3333	0
1568	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	78672.9	0	0	0	0	0	0	26224.3	0
5598	0	0	0	0	0	0	0	0	0	0	0	0	197714	0	0	0	0	0	0	65904.66667	0	0	0	0
7006	0	109165	0	0	0	0	0	256894	0	0	0	0	0	0	0	109025	0	0	0	0	0	36388.33333	121973	0
3077	0	0	0	0	0	0	0	0	0	0	0	0	2567190	0	0	0	0	0	0	855730	0	0	0	0
2944	0	0	0	0	0	0	0	0	1789920	0	1064710	0	2376270	0	0	0	0	0	0	1743633.333	0	0	0	0
2920	0	0	0	62520.4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20840.13333	0	0
2549	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	126978	0	0	0	42326	0	0	0
261	0	1906350	0	1409130	0	0	0	0	2501520	0	3370700	1205350	5420520	0	0	0	1625460	0	0	3764246.667	943603.3333	1105160	0	0
2357	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	86661.9	0	0	0	0	0
