CLUSTERID1	CLUSTERID2	ComponentIndex	Cosine	DeltaMZ
196	955	5	0.8582	32.026
21	71	5	0.8948	58.078
20	603	5	0.8899	-132.094
240	253	5	0.9018	-28.031
20	34	5	0.9027	-115.958
23	141	5	0.9187	56.062
72	400	5	0.9553	-1.003
169	957	5	0.7992	199.052
74	674	5	0.9476	-96.000
196	422	5	0.9315	-42.047
699	899	5	0.8117	-10.023
3	955	5	0.8708	-26.016
8	23	5	0.9833	28.031
74	601	5	0.9447	-105.055
50	102	5	0.8443	-83.967
149	797	5	0.9323	-17.026
72	135	5	0.8505	42.032
3	674	5	0.8765	-9.854
125	254	5	0.8351	9.037
21	52	5	0.9056	-76.104
3	21	5	0.8696	-30.883
52	603	5	0.8815	-11.964
125	576	5	0.7989	-313.223
27	570	5	0.8125	-37.199
254	674	5	0.869	-87.036
659	678	5	0.913	110.073
49	294	5	0.8331	-0.984
102	601	5	0.9063	51.915
135	601	5	0.8265	-129.076
467	589	5	0.8547	14.016
37	70	5	0.9119	1.020
74	134	5	0.9088	39.995
27	459	5	0.8322	-82.172
191	497	5	0.8883	-150.273
71	422	5	0.844	-127.284
71	609	5	0.8592	-358.396
47	589	5	0.8963	-9.984
655	712	5	0.8072	12.000
391	618	5	0.8259	13.991
618	727	5	0.8247	-18.011
125	137	5	0.8197	14.016
52	314	5	0.9195	-122.121
20	102	5	0.8755	-83.967
12	141	5	0.9279	28.031
35	589	5	0.8872	-43.969
37	38	5	0.855	-27.011
35	536	5	0.9036	-113.084
74	777	5	0.9141	-63.008
163	914	5	0.8077	-40.006
70	492	5	0.8103	-362.232
422	955	5	0.849	74.073
20	21	5	0.9235	-44.026
314	659	5	0.935	-3.948
134	618	5	0.904	4.031
141	422	5	0.9103	-112.125
516	683	5	0.8224	-41.953
603	660	5	0.9364	-26.052
254	601	5	0.8483	-96.091
34	102	5	0.9161	31.990
20	391	5	0.8725	103.038
8	12	5	0.9837	56.062
466	635	5	0.8149	-21.037
191	603	5	0.887	-123.153
23	196	5	0.9366	-14.016
66	571	5	0.8997	-0.000
70	125	5	0.8137	-52.031
196	485	5	0.8904	-28.031
35	149	5	0.8233	2.016
71	655	5	0.8466	-38.102
34	52	5	0.8919	-4.172
422	770	5	0.8745	25.180
391	635	5	0.8684	-55.994
246	492	5	0.869	-286.191
253	778	5	0.9299	28.031
21	191	5	0.911	35.085
516	674	5	0.9032	26.070
196	734	5	0.8439	-28.031
47	599	5	0.9034	-147.067
50	777	5	0.8435	9.994
135	599	5	0.8298	-193.073
38	125	5	0.8749	-24.000
191	678	5	0.9075	-127.185
254	492	5	0.8664	-319.237
12	955	5	0.8788	-10.021
124	727	5	0.8364	111.068
3	8	5	0.8816	-72.057
23	674	5	0.8497	34.172
308	869	5	0.7978	-128.054
38	113	5	0.8403	-12.000
34	314	5	0.9468	-126.293
34	50	5	0.8736	115.957
74	603	5	0.9084	-205.097
20	191	5	0.9006	-8.941
485	734	5	0.8304	0.000
12	674	5	0.8601	6.141
246	727	5	0.8601	68.026
308	601	5	0.8024	-72.055
74	314	5	0.94	-315.253
8	196	5	0.9364	14.015
8	955	5	0.8552	46.041
8	492	5	0.8779	-169.999
83	253	5	0.8132	-150.057
248	727	5	0.8233	62.986
459	570	5	0.9129	44.974
571	899	5	0.9755	0.000
72	899	5	0.82	-32.005
20	71	5	0.8704	14.052
149	589	5	0.8419	-45.984
3	422	5	0.8794	-100.088
3	12	5	0.8791	-15.995
27	770	5	0.8519	31.948
72	571	5	0.8266	-32.005
23	422	5	0.9745	-56.062
240	778	5	0.9847	0.000
29	34	5	0.9525	310.074
707	914	5	0.86	-0.035
74	727	5	0.9348	26.016
483	659	5	0.8178	-34.042
12	196	5	0.9319	-42.047
314	603	5	0.94	110.157
38	1000	5	0.8228	0.995
34	191	5	0.9021	107.017
492	618	5	0.8458	372.228
191	314	5	0.9142	-233.310
34	678	5	0.9443	-20.168
35	163	5	0.8706	16.031
8	422	5	0.984	-28.032
125	1000	5	0.8004	24.995
191	601	5	0.9082	-23.112
124	516	5	0.8268	-37.018
712	727	5	0.8377	111.068
74	655	5	0.9119	-97.052
50	601	5	0.8856	-32.052
21	124	5	0.855	31.976
8	674	5	0.8662	62.203
23	955	5	0.8567	18.010
277	414	6	0.9055	-50.017
174	693	6	0.9142	52.032
277	771	6	0.9197	4.030
87	277	6	0.9325	26.015
382	719	6	0.817	26.018
825	962	6	0.8722	-26.016
180	718	6	0.913	-112.126
212	407	6	0.9117	-56.063
154	718	6	0.8875	-33.132
403	592	6	0.8692	12.034
382	715	6	0.8427	-76.027
326	414	6	0.9156	-24.003
479	592	6	0.8659	52.032
180	534	6	0.9161	23.090
771	793	6	0.9451	0.001
334	736	6	0.871	-23.999
331	793	6	0.9048	26.015
387	715	6	0.8402	-26.015
736	754	6	0.853	-26.016
87	174	6	0.9184	2.014
382	386	6	0.804	-23.997
505	809	6	0.8418	-33.135
361	434	6	0.9475	40.031
175	277	6	0.9491	67.987
174	793	6	0.9494	28.032
105	331	6	0.9186	-2.015
442	534	6	0.8672	-4.941
361	830	6	0.9271	12.000
403	809	6	0.8387	-47.115
174	414	6	0.9376	-26.016
407	830	6	0.8955	42.047
414	793	6	0.9045	54.048
479	809	6	0.8615	-7.117
212	815	6	0.8827	-28.031
174	754	6	0.9485	-67.987
505	821	6	0.8315	-26.018
384	592	6	0.8423	45.134
461	815	6	0.8834	-56.062
170	382	6	0.8584	-0.002
154	693	6	0.9151	21.984
534	830	6	0.8739	-11.090
326	771	6	0.8988	30.044
170	719	6	0.8085	26.016
105	414	6	0.9214	-30.048
277	326	6	0.9317	-26.014
387	719	6	0.8349	76.030
382	387	6	0.8197	-50.013
693	793	6	0.9331	-24.001
105	154	6	0.915	26.016
608	815	6	0.8639	-28.031
534	718	6	0.8882	-135.215
479	825	6	0.8782	19.971
434	461	6	0.9521	14.015
402	903	6	0.8962	2.016
170	812	6	0.7972	-76.029
407	442	6	0.9011	58.078
105	174	6	0.9278	-4.032
180	361	6	0.9599	-0.000
403	479	6	0.8397	-39.998
592	825	6	0.916	-32.061
